species,decimalLatitude,decimalLongitude,optional,tmean.avg,deleting.out.of.range
Procambarus ceruleus,30.40506735,-96.44560641,TRUE,19.69999981,
Procambarus chacalli,20.75474449,-97.92367658,TRUE,22.90099986,
Procambarus chacei,33.35148059,-80.190625,TRUE,17.65633325,
Procambarus citlaltepetl,18.49014645,-96.12068392,TRUE,25.67699989,
Procambarus clarkii,39.56144292,96.8194031,TRUE,0.165000016,yes
Procambarus clarkii,35.03927204,-87.75365749,TRUE,14.73299988,yes
Procambarus clarkii,33.58923357,-100.4602346,TRUE,16.62833305,
Procambarus clemmeri,31.3084788,-88.98217062,TRUE,18.27433316,
Procambarus cometes,33.77328817,-88.45625471,TRUE,16.54533311,
Procambarus connus,33.25104458,-89.90709031,TRUE,16.63866695,
Procambarus contrerasi,18.90016184,-97.89379693,TRUE,16.65866677,
Procambarus cubensis,22.09770915,-79.54167294,TRUE,24.87533331,
Procambarus cuetzalanae,20.01047745,-97.67901174,TRUE,19.54033335,
Procambarus cuevachicae,21.54259764,-98.45797707,TRUE,24.73500013,
Procambarus curdi,33.09393296,-97.44166667,TRUE,17.8513331,
Procambarus delicatus,28.92071826,-81.84663117,TRUE,21.3890001,
Procambarus digueti,21.52803083,-101.8539988,TRUE,17.44333339,
Procambarus dupratzi,32.10981673,-94.72870212,TRUE,17.99233337,
Procambarus echinatus,33.23133155,-80.84912946,TRUE,17.73700011,
Procambarus econfinae,30.16500041,-85.49280178,TRUE,19.66400011,
Procambarus elegans,33.68703556,-92.73921148,TRUE,16.83699989,
Procambarus enoplosternum,32.8572957,-81.41457156,TRUE,18.10833311,
Procambarus epicyrtus,32.56408893,-81.80040691,TRUE,18.43499986,
Procambarus erichsoni,20.68776276,-97.56951324,TRUE,23.86733309,
Procambarus erythrops,30.32329244,-82.62905386,TRUE,19.89466667,
Procambarus escambiensis,31.47254543,-87.06773734,TRUE,18.01800021,
Procambarus evermanni,30.70560377,-87.62337293,TRUE,19.11566687,
Procambarus fallax,29.03779027,-81.81448602,TRUE,21.06633329,
Procambarus fitzpatricki,30.74593216,-89.10981911,TRUE,18.96566685,
Procambarus franzi,29.07211982,-82.03021366,TRUE,21.26033346,
Procambarus geminus,32.78082033,-93.58620638,TRUE,17.36400004,
Procambarus geodytes,29.36729883,-81.75684996,TRUE,20.89866678,
Procambarus gibbus,32.36182467,-84.0824516,TRUE,18.03666675,
Procambarus gonopodcristatus,20.0077624,-97.05399,TRUE,23.85866674,
Procambarus gracilis,41.75726739,-92.17027791,TRUE,9.296333452,
Procambarus hagenianus,33.13592013,-88.29217251,TRUE,17.11833334,
Procambarus hayi,34.1721901,-89.13890051,TRUE,16.00433322,
Procambarus hidalgoensis,21.07948171,-98.458776,TRUE,22.83933322,
Procambarus hinei,30.85037616,-93.60086747,TRUE,18.79800018,
Procambarus hirsutus,33.51808553,-81.80495828,TRUE,17.22433329,
Procambarus hoffmani,20.1748027,-97.65450528,TRUE,22.20966673,
Procambarus horsti,30.51143631,-84.0372745,TRUE,19.33966637,
Procambarus hortonhobbsi,20.51785916,-97.60120093,TRUE,23.11799971,
Procambarus howellae,32.53489037,-83.60687742,TRUE,18.04999991,
Procambarus hubbelli,31.11891951,-85.93235687,TRUE,18.76533326,
Procambarus hybus,33.14267731,-88.05741612,TRUE,16.80499979,
Procambarus incilis,30.08940027,-96.79607952,TRUE,19.92700013,
Procambarus jaculus,32.37190301,-90.140625,TRUE,18.07466658,
Procambarus kensleyi,32.22153672,-94.02082961,TRUE,17.72833355,
Procambarus kilbyi,30.68170346,-83.97934333,TRUE,19.25266639,
Procambarus lagniappe,32.13920565,-88.12809362,TRUE,17.70100001,
Procambarus latipleurum,30.39507378,-85.30128501,TRUE,19.30333344,
Procambarus lecontei,30.91654113,-88.33533362,TRUE,18.75466641,
Procambarus leitheuseri,28.2706598,-82.23064027,TRUE,22.00733344,
Procambarus leonensis,30.65789923,-84.08543133,TRUE,19.31599998,
Procambarus lepidodactylus,34.0471375,-80.09294855,TRUE,17.03333314,
Procambarus lewisi,32.21673421,-85.86836478,TRUE,18.11566671,
Procambarus litosternum,32.44741972,-81.7452547,TRUE,18.74266656,
Procambarus llamasi,17.00529175,-93.29765625,TRUE,23.88166666,
Procambarus lophotus,33.45436196,-86.12760444,TRUE,16.3616668,
Procambarus lucifugus,28.84152456,-82.25932715,TRUE,21.35733302,
Procambarus lunzi,32.51168887,-81.70302142,TRUE,18.55633322,
Procambarus lylei,33.8632257,-89.54517442,TRUE,16.34066673,
Procambarus machardyi,32.48683789,-94.05922059,TRUE,17.76533337,
Procambarus mancus,31.56522971,-89.28645833,TRUE,18.13466684,
Procambarus marthae,31.9880391,-87.26666667,TRUE,17.96200009,
Procambarus maya,19.0598591,-87.88531347,TRUE,26.26366711,
Procambarus medialis,35.70008337,-77.58001401,TRUE,15.72566672,
Procambarus mexicanus,18.51017548,-96.86871431,TRUE,22.82966677,
Procambarus milleri,25.85775312,-80.81824382,TRUE,23.89000003,
Procambarus mirandai,16.55658265,-92.25754219,TRUE,14.34600004,
Procambarus morrisi,29.44632768,-81.7730494,TRUE,20.72433321,
Procambarus natchitochae,31.2801886,-92.38253187,TRUE,19.14766669,
Procambarus nechesae,31.3278886,-94.7411296,TRUE,19.0893333,
Procambarus nigrocinctus,31.3278886,-94.7411296,TRUE,19.0893333,
Procambarus niveus,22.75670125,-83.02324439,TRUE,24.07000017,
Procambarus nueces,28.57695054,-82.19379429,TRUE,21.56166665,
Procambarus oaxacae,18.37521688,-96.625,TRUE,25.625,
Procambarus okaloosae,31.20536698,-86.81605783,TRUE,18.40933315,
Procambarus olmecorum,18.63530539,-96.60688443,TRUE,25.08766667,
Procambarus orcinus,30.46098303,-84.10968401,TRUE,19.44666672,
Procambarus ortmannii,20.01415554,-97.67264326,TRUE,19.54033335,
Procambarus ouachitae,33.83522226,-90.3068662,TRUE,17.03866665,
Procambarus paeninsulanus,30.58322418,-83.27295447,TRUE,19.73099979,
Procambarus pallidus,29.47168846,-82.81975515,TRUE,20.67133315,
Procambarus paradoxus,20.01047745,-97.67901174,TRUE,19.54033335,
Procambarus parasimulans,34.44692417,-93.00566726,TRUE,16.3816667,
Procambarus pearsei,34.74412406,-78.9336603,TRUE,16.42599984,
Procambarus penni,31.09587164,-90.01325344,TRUE,18.57933323,
Procambarus pentastylus,30.80182315,-92.85512036,TRUE,19.02933335,
Procambarus petersi,32.64665299,-82.05660431,TRUE,18.16500012,
Procambarus pictus,30.01561965,-81.703091,TRUE,20.66700029,
Procambarus pilosimanus,16.2531973,-90.69765625,TRUE,25.99566666,
Procambarus planirostris,30.76820556,-89.87084039,TRUE,19.22933332,
Procambarus plumimanus,35.33950332,-77.67560381,TRUE,16.10666676,
Procambarus pogum,33.86886161,-88.80669891,TRUE,16.55899986,
Procambarus pubescens,33.29461101,-82.18528442,TRUE,17.17099992,
Procambarus pubischelae,29.42348253,-82.17679969,TRUE,20.74399996,
Procambarus pycnogonopodus,30.40220297,-85.99609155,TRUE,19.36533332,
Procambarus pygmaeus,31.0577331,-82.10889282,TRUE,19.48533336,
Procambarus raneyi,33.88057401,-82.71436174,TRUE,16.40900008,
Procambarus rathbunae,31.0258823,-86.1009977,TRUE,18.65733361,
Procambarus regalis,33.72719086,-94.80357149,TRUE,16.87966692,
Procambarus regiomontanus,25.9760921,-99.77532009,TRUE,21.29966656,
Procambarus reimeri,34.22863967,-94.69153425,TRUE,16.17866671,
Procambarus riojae,19.94950488,-97.76862016,TRUE,17.29166651,
Procambarus roberti,22.81938928,-100.9270833,TRUE,17.67066677,
Procambarus rodriguezi,18.9674042,-96.46912036,TRUE,25.14233335,
Procambarus rogersi,30.46551889,-84.59395424,TRUE,19.36133353,
Procambarus ruthveni,17.86352039,-95.49492785,TRUE,25.47233311,
Procambarus sbordonii,16.5166484,-93.24864585,TRUE,22.97766701,
Procambarus seminolae,30.80344155,-82.33688141,TRUE,19.59099992,
Procambarus shermani,31.70744167,-88.4662488,TRUE,17.88600008,
Procambarus simulans,34.82458882,-100.2651469,TRUE,15.98300012,
Procambarus spiculifer,32.31667317,-83.73835833,TRUE,18.10966667,
Procambarus steigmani,33.3113406,-96.39149938,TRUE,17.56866662,
Procambarus strenthi,21.90271697,-98.84094316,TRUE,25.2986668,
Procambarus suttkusi,31.16653677,-85.78570289,TRUE,18.74366665,
Procambarus talpoides,30.59263347,-82.43498464,TRUE,19.66199994,
Procambarus texanus,30.40432633,-98.42094392,TRUE,18.65966662,
Procambarus teziutlanensis,20.0077624,-97.05399,TRUE,23.85866674,
Procambarus tlapacoyanensis,19.9305317,-97.05399,TRUE,22.90899992,
Procambarus toltecae,22.36414151,-99.28811517,TRUE,24.42966715,
Procambarus troglodytes,33.84955079,-80.15578677,TRUE,17.21833328,
Procambarus truculentus,32.46973774,-82.03467656,TRUE,18.38433337,
Procambarus tulanei,33.15682719,-92.51695356,TRUE,17.11733317,
Procambarus vazquezae,17.99226514,-95.28394953,TRUE,25.90500037,
Procambarus veracruzanus,18.87844653,-96.59195031,TRUE,24.78866688,
Procambarus verrucosus,31.45657227,-85.91622445,TRUE,18.22299965,
Procambarus versutus,31.79187923,-86.30661164,TRUE,17.97166673,
Procambarus viaeviridis,33.86471535,-89.69102902,TRUE,16.60199996,
Procambarus villalobosi,22.00419027,-99.83099566,TRUE,21.86866697,
Procambarus vioscai,32.52143473,-90.7625,TRUE,17.86199991,
Procambarus williamsoni,15.07141522,-89.2695809,TRUE,24.25699997,
Procambarus xilitlae,21.71061406,-98.86640742,TRUE,25.07733329,
Procambarus xochitlanae,20.01047745,-97.67901174,TRUE,19.54033335,
Procambarus youngi,30.41795048,-84.02281405,TRUE,19.35900013,
Procambarus zapoapensis,18.11671757,-94.73445892,TRUE,25.95266676,
Procambarus zihuateutlensis,20.01415554,-97.67264326,TRUE,19.54033335,
Procambarus zonangulus,37.50034872,-78.65295471,TRUE,13.49366677,yes
Procambarus zonangulus,31.06215161,-94.38748907,TRUE,18.78066659,
Spinastacoides catinipalmus,-42.40156831,145.6405282,TRUE,10.45100005,
Spinastacoides inermis,-43.14382179,146.4625741,TRUE,9.964999954,
Spinastacoides insignis,-43.10166712,146.0887135,TRUE,10.22799989,
Troglocambarus maclanei,28.828523,-82.29968655,TRUE,21.41066662,
Virilastacus araucanius,-40.03745947,-73.50574731,TRUE,9.404000123,
Virilastacus retamali,-40.75432706,-72.92782738,TRUE,11.15066659,
Virilastacus rucapihuelensis,-41.00664477,-73.21520755,TRUE,10.66166667,
