species,family,moved.to.max.data,n,body.size.avg,body.size.min,body.size.max,body.size.metric,carapace.length.to.total.body.length.conversion,max.of.cl.and.total.length,tmean.avg,habitat.category,citation,title,notes
Faxonius_williamsi,cambaridae,yes,10,21.5,17.5,25.7,carapace.length,50.629,50.629,13.73366679,Aquatic,"Di Stefano, Robert J. Black, Tyler R. Herleth-King, Shawna S. Kanno, Yoichiro Mattingly, Hayden T. 2014","Life histories of two populations of the imperiled crayfish Faxonius (Procericambarus) Williamsi (Decapoda: Cambaridae) in Southwestern Missouri, U.S.A.",
Faxonius_margorectus,cambaridae,yes,,,,83,total.body.length,83,83,13.79933331,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Faxonius_tricuspis,cambaridae,yes,,,,83,total.body.length,83,83,13.82199994,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Cambarus_cumberlandensis,cambaridae,yes,,,,112.5,total.body.length,112.5,112.5,13.83499989,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Cambarus_hubbsi,cambaridae,yes,,,,91.4,total.body.length,91.4,91.4,13.86266686,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Cambarus_brachydactylus,cambaridae,,,,,20.3,carapace.length,40.6,40.6,13.87066671,Aquatic,Hobbs 1953,"Two New Crayfishes from the Highland Rim in Tennessee (Decapoda, Astacidae)",
Faxonius_ozarkae,cambaridae,yes,,,,86.4,total.body.length,86.4,86.4,13.87733353,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Faxonius_putnami,cambaridae,yes,,,,90.7,total.body.length,90.7,90.7,13.88533357,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Cambarus_distans,cambaridae,yes,,,,83.2,total.body.length,83.2,83.2,13.89399989,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Faxonius_rhoadesi,cambaridae,yes,,,,65.5,total.body.length,65.5,65.5,13.97133336,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Cambarus_johni,cambaridae,yes,,,,47.8,total.body.length,47.8,47.8,13.97500032,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Euastacus_yarreansis,parastacidae,yes,,,,161.9,total.body.length,161.9,161.9,13.99699998,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Cambarus_sphenoides,cambaridae,yes,,,,89.7,total.body.length,89.7,89.7,14.03399982,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Cambarus_speciosus,cambaridae,,,,,45.3,carapace.length,90.6,90.6,14.05266664,Aquatic,Hobbs 1981,The Crayfishes of Georgia,
Cambarus_friaufi,cambaridae,yes,,,,42.3,total.body.length,42.3,42.3,14.07066659,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Faxonius_eupunctus,cambaridae,yes,,,,71.1,total.body.length,71.1,71.1,14.14400012,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Faxonius_durelli,cambaridae,yes,,,,72.6,total.body.length,72.6,72.6,14.15766658,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Faxonius_marchandi,cambaridae,yes,,,,60.9,total.body.length,60.9,60.9,14.1693332,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Faxonius_shoupi,cambaridae,yes,,,,34.6,total.body.length,34.6,34.6,14.20666661,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Cambarus_williami,cambaridae,,,,,22,carapace.length,44,44,14.21233306,Aquatic,Bouchard and Bouchard 1995,Two new species and subgenera (Cambarus and Orconectes) of crayfishes (Decapoda: Cambaridae) from the eastern United States,
Faxonius_neglectus,cambaridae,,,,,96.2,total.body.length,96.2,96.2,14.24966642,Aquatic,Pfleigger 2002,The Crayfishes of Missouri,
Faxonius_macrus,cambaridae,yes,,,,51,total.body.length,51,51,14.26733336,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Faxonius_placidus,cambaridae,yes,,,,101.5,total.body.length,101.5,101.5,14.3180001,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Faxonius_longidigitus,cambaridae,yes,,,,152,total.body.length,152,152,14.38933343,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Faxonius_compressus,cambaridae,yes,,,,51,total.body.length,51,51,14.40933323,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Faxonius_burri,cambaridae,yes,,,,64.5,total.body.length,64.5,64.5,14.45999999,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Faxonius_mirus,cambaridae,,,,,30.4,carapace.length,59.888,59.888,14.46033329,Aquatic,Schuster et al. 2022,The Crayfishes of Alabama,
Cambarus_acuminatus,cambaridae,,,,,34.3,carapace.length,68.6,68.6,14.47500012,Aquatic,Williams et al. 2019,"Redescription and circumscription of the Acuminate Crayfish, Cambarus acuminatus Faxon, 1884 (Decapoda: Cambaridae)",
Faxonius_pagei,cambaridae,,,,,34.6,carapace.length,68.162,68.162,14.52366668,Aquatic,Taylor and Sabaj 1997,A new crayfish of the genus Orconectes from western Tennessee,
Euastacus_yanga,parastacidae,yes,,,,127.2,total.body.length,127.2,127.2,14.57133309,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Faxonius_nana,cambaridae,,,,,24.6,carapace.length,48.462,48.462,14.59799986,Aquatic,Willaims 1952,"Six New Crayfishes of the Genus Orconectes (Decapoda: Astacidae) from Arkansas, Missouri and Oklahoma",
Cambarus_unestami,cambaridae,yes,,,,82.6,total.body.length,82.6,82.6,14.6686664,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Faxonius_alabamensis,cambaridae,yes,5,22.7,17.1,28.3,carapace.length,55.751,55.751,14.6843334,Aquatic,Cooper and Hobbs 1980,New and little-known Crayfish of the virilis Section of the Genus Orconectes (Decapoda: Cambaridae) from the Southeastern United States,
Cambarus_longulus,cambaridae,yes,96,21.92,18.22,26.73,carapace.length,53.46,53.46,14.8343332,Aquatic,Smart G.C. Jr 1962,The life history of the crayfish Cambarus longulus longulus,
Faxonius_peruncus,cambaridae,yes,7,87.655,35.56,139.75,total.body.length,139.75,139.75,14.8843332,Aquatic,"Pflieger, 1996",The Crayfishes of Missouri,
Faxonius_virginiensis,cambaridae,,,,,23.3,carapace.length,45.901,45.901,14.98933347,Aquatic,Hobbs 1951,"A New Crayfish of the Genus Orconectes from Southeastern Virginia (Decapoda, Astacidae)",
Cambarus_lenati,cambaridae,yes,3,26.5,23,30,carapace.length,60,60,14.99400004,Aquatic,"Simmons and Fraley, 2010","Distribution, status, and life-history observations of crayfishes in western North Carolina",
Cambarus_coosawattae,cambaridae,yes,8,25.725,22.1,30.1,carapace.length,60.2,60.2,15.06333351,Aquatic,"Hobbs, 1981",The Crayfishes of Georgia,
Faxonius_saxatilis,cambaridae,,,,,26.1,carapace.length,51.417,51.417,15.07066649,Aquatic,Bouchard and Bouchard 1976,"Orconectes saxatilis, a new species of crayfish from eastern Oklahoma",
Cambarus_scotti,cambaridae,yes,4,34.4,30.9,39.9,carapace.length,79.8,79.8,15.09000007,Aquatic,"Hobbs, 1981",The Crayfishes of Georgia,
Faxonius_cooperi,cambaridae,,,,,56.6,carapace.length,111.502,111.502,15.1063333,Aquatic,Schuster et al. 2022,The Crayfishes of Alabama,
Cambarus_girardianus,cambaridae,yes,7,33.71,25.6,38.8,carapace.length,77.6,77.6,15.18033324,Aquatic,"Hobbs, 1981",The Crayfishes of Georgia,
Faxonius_spinosus,cambaridae,yes,6,28.98,22.5,35.9,carapace.length,70.723,70.723,15.21466649,Aquatic,"Hobbs, 1981",The Crayfishes of Georgia,
Cambarus_cracens,cambaridae,,,,,39.7,carapace.length,79.4,79.4,15.32133333,Aquatic,Bouchard and Hobbs 1976,A New Subgenus and Two New Species of Crayfishes of the Genus Cambarus (Decapoda: Cambaridae) from the Southern United States,
Faxonius_wrighti,cambaridae,,,,,26.2,carapace.length,51.614,51.614,15.36566671,Aquatic,Hobbs 1948,A NEW CRAYFISH OF THE GENUS ORCONECTES FROM SOUTHERN TENNESSEE,
Cambarus_spicatus,cambaridae,yes,,,,79.3,total.body.length,79.3,79.3,15.44833346,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Faxonius_validus,cambaridae,yes,3,26.5,24.2,27.8,carapace.length,54.766,54.766,15.48566675,Aquatic,Cooper and Hobbs 1980,New and little-known Crayfish of the virilis Section of the Genus Orconectes (Decapoda: Cambaridae) from the Southeastern United States,
Faxonius_leptogonopodus,cambaridae,yes,,,,51.9,total.body.length,51.9,51.9,15.54833333,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Cambarus_fasciatus,cambaridae,yes,15,36.14,26.7,44.3,carapace.length,88.6,88.6,15.59799989,Aquatic,"Hobbs, 1981",The Crayfishes of Georgia,
Faxonius_etnieri,cambaridae,yes,8,27.18,,27.18,carapace.length,53.5446,53.5446,15.61833328,Aquatic,Adams 2008,Female reproductive characteristics of three species in the Orconectes subgenus Trisellescens and comparisons to other Orconectes species,
Cambarus_manningi,cambaridae,,,,,31.5,carapace.length,63,63,15.61900016,Aquatic,Schuster et al. 2022,The Crayfishes of Alabama,
Cambarus_eeseeohensis,cambaridae,yes,,,,93.1,total.body.length,93.1,93.1,15.65433339,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Cambarus_coosae,cambaridae,yes,9,28.91,25.2,32.4,carapace.length,64.8,64.8,15.71533322,Aquatic,"Hobbs, 1981",The Crayfishes of Georgia,
Cambarus_englishi,cambaridae,yes,,,,74.7,total.body.length,74.7,74.7,15.77566699,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Cambarus_striatus,cambaridae,yes,,,,107.8,total.body.length,107.8,107.8,15.84199969,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Faxonius_deanae,cambaridae,,,,,85,total.body.length,85,85,15.85866678,Aquatic,Morehouse and Tobler 2013,"Crayfishes (Decapoda : Cambaridae) of Oklahoma: Identification, distributions, and natural history",
Faxonius_acares,cambaridae,,,,,76,total.body.length,76,76,15.88400018,Aquatic,McAllister and Robison 1010,"Distribution of the Endemic Redspotted Stream Crayfish, Orconectes acares (Decapoda: Cambaridae), in Arkansas",
Faxonius_difficilis,cambaridae,,,,,80,total.body.length,80,80,15.88766662,Aquatic,Morehouse and Tobler 2013,"Crayfishes (Decapoda : Cambaridae) of Oklahoma: Identification, distributions, and natural history",
Faxonius_carolinensis,cambaridae,,,,,34.1,carapace.length,67.177,67.177,15.93699992,Aquatic,Cooper and Cooper 1995 ,"A New Species of Crayfish of the Genus Orconectes, Subgenus Procericambarus (Decapoda: Cambaridae), Endemic to the Neuse and Tar-Pamlico River Basins, North Carolina",
Faxonius_menae,cambaridae,,,,,80,total.body.length,80,80,16.03199971,Aquatic,Morehouse and Tobler 2013,"Crayfishes (Decapoda : Cambaridae) of Oklahoma: Identification, distributions, and natural history",
Faxonius_palmeri,cambaridae,yes,,,,87,total.body.length,87,87,16.05333332,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Faxonius_hartfieldi,cambaridae,yes,,,,59.6,total.body.length,59.6,59.6,16.14966659,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Faxonius_chickasawae,cambaridae,yes,4,28.875,,28.875,carapace.length,56.88375,56.88375,16.25366668,Aquatic,Adams 2008,Female reproductive characteristics of three species in the Orconectes subgenus Trisellescens and comparisons to other Orconectes species,
Cambarus_obstipus,cambaridae,,,,,45.9,carapace.length,91.8,91.8,16.25599976,Aquatic,Schuster et al. 2022,The Crayfishes of Alabama,
Cambarus_hystricosus,cambaridae,yes,,,,91.3,total.body.length,91.3,91.3,16.3756669,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Euastacus_spinifer,parastacidae,yes,,,,342.2,total.body.length,342.2,342.2,16.39900001,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Cambarus_howardi,cambaridae,yes,,,,65.5,total.body.length,65.5,65.5,16.45700002,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Faxonius_mississippiensis,cambaridae,yes,4,27.55,25.8,29.2,carapace.length,57.524,57.524,16.5606664,Aquatic,Cooper and Hobbs 1980,New and little-known Crayfish of the virilis Section of the Genus Orconectes (Decapoda: Cambaridae) from the Southeastern United States,
Cambarus_halli,cambaridae,yes,23,30.69,22,39,carapace.length,78,78,16.64533337,Aquatic,"Dennard S., J.T. Peterson, and E.S. Hawthorne 2009",Life History and ecology of Cambarus halli (Hobbs),
Cambarus_hobbsorum,cambaridae,yes,,,,65.7,total.body.length,65.7,65.7,16.64599995,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Cambarellus_patzcuarensis,cambaridae,yes,,,,35.5,total.body.length,35.5,35.5,16.70533331,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Faxonius_causeyi,cambaridae,yes,62,43,25.12,55.53,carapace.length,109.3941,109.3941,16.70699986,Aquatic,Dean J.L. 1969,"Biology of the crayfish Faxonius causeyi, and its use for control of aquatic weeds in trout lakes",
Faxonius_erichsonianus,cambaridae,yes,4,33.9,29.1,44.1,carapace.length,86.877,86.877,16.77400021,Aquatic,"Hobbs, 1981",The Crayfishes of Georgia,
Cambarellus_puer,cambaridae,yes,,25,22,28,carapace.length,52.92,52.92,17.06799976,Aquatic,"Taylor & Schuster, 2004",The Crayfishes of Kentucky,
Cambarellus_shufeldtii,cambaridae,yes,,,,35,carapace.length,66.15,66.15,17.12099969,Aquatic,"Taylor & Schuster, 2004",The Crayfishes of Kentucky,
Cambarellus_chihuahuae,cambaridae,yes,,,,26.9,total.body.length,26.9,26.9,17.15266645,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Faxonius_perfectus,cambaridae,,,,,39,carapace.length,76.83,76.83,17.15333339,Aquatic,Hopper et al. 2012,"The Sipsey River, Alabama: A Crayfish Diversity “Hotspot”?",
Bouchardina_robisoni,cambaridae,yes,,,,18.89,carapace.length,36.8355,36.8355,17.24000033,Aquatic,"Zack Graham, Unpublished data",,
Faxonius_nais,cambaridae,,,,,42,carapace.length,82.74,82.74,17.28766664,Aquatic,Money 1988,Aspects of reproduction for the crayfish Orconectes nais; thesis,
Faxonius_jonesi,cambaridae,yes,,,,52.7,total.body.length,52.7,52.7,17.47833339,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
